Judul Masakan,Waktu Masak,Tingkat Kesulitan,Jumlah Porsi,Bahan-bahan,URL Sumber,Bahan-bahan_cleaned,Bahan-bahan_cleaned_nostop,bahan-bahan_fix,Waktu Masak (menit),Jumlah Porsi (int),Tingkat Kesulitan (ordinal),bahan_list,asam jawa,bawang,bawang merah,bawang putih,cabai,cabai hijau,cabai merah,cabai rawit,cengkih,cuka,daging ayam,daging kambing,daging sapi,daun bawang,daun jeruk,daun salam,garam,gula,gula merah,gula pasir,ikan,jagung,jahe,jamur,jeruk nipis,kacang,kaldu ayam,kaldu sapi,kayu manis,kecap manis,kemangi,kemiri,kencur,ketumbar,kol,kunyit,lengkuas,limau,merica,santan,seledri,serai,tahu,telur,tempe,tomat,udang,wijen,wortel
Resep Telur Pindang Coklat yang Enak dan Mudah,2jam,Mudah,8 Porsi,"8 butir telur ayam, 1 L air, untuk merebus telur pindang, 2 kantungSariWangi Teh Asli, 5 lembar daun salam, 4 cm lengkuas, memarkan, 4 sdm kulit bawang merah, 6 sdmBango Kecap Manis, 1 sdt gula pasir, 1 sdm minyak, 1 sdm garam",https://www.masakapahariini.com/resep/resep-telur-pindang-retak-seribu/,"['butir', 'telur', 'ayam', 'l', 'air', 'untuk', 'merebus', 'telur', 'pindang', 'kantungsariwangi', 'teh', 'asli', 'lembar', 'daun', 'salam', 'cm', 'lengkuas', 'memarkan', 'sdm', 'kulit', 'bawang', 'merah', 'sdmbango', 'kecap', 'manis', 'sdt', 'gula', 'pasir', 'sdm', 'minyak', 'sdm', 'garam']","['telur', 'ayam', 'telur', 'pindang', 'kantungsariwangi', 'teh', 'asli', 'daun', 'salam', 'lengkuas', 'kulit', 'bawang', 'merah', 'kecap', 'manis', 'gula', 'pasir', 'minyak', 'garam']","bawang merah, kecap manis, daun salam, gula pasir, garam, lengkuas, telur",120,8,1.0,"['bawang merah', 'kecap manis', 'daun salam', 'gula pasir', 'garam', 'lengkuas', 'telur']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Resep Ayam Bakar Rumahan Sederhana dan Bumbu Meresap,2j 30mnt,Sedang,4 Porsi,"1 ekor             				ayam pejantan, bagi 4, 4 lembar             				daun salam, 2 batang             				serai, ambil bagian putihnya, memarkan, 3 sdm             				air asam jawa, 500 ml             				santan, 10 butir             				bawang merah, 5 siung             				bawang putih, 1 sdm             				ketumbar, 5 butir             				kemiri, 2 cm             				kunyit, 3 cm             				lengkuas, 3 sdm             				gula merah, ½ sdt             				merica bubuk, 1 sdt             				garam, 1 sdm             				gula pasir, 1 sdmBango Kecap Manis",https://www.masakapahariini.com/resep/resep-ayam-bakar-enak-dan-gurih/,"['ekor', 'ayam', 'pejantan', 'bagi', 'lembar', 'daun', 'salam', 'batang', 'serai', 'ambil', 'bagian', 'putihnya', 'memarkan', 'sdm', 'air', 'asam', 'jawa', 'ml', 'santan', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'sdm', 'ketumbar', 'butir', 'kemiri', 'cm', 'kunyit', 'cm', 'lengkuas', 'sdm', 'gula', 'merah', 'sdt', 'merica', 'bubuk', 'sdt', 'garam', 'sdm', 'gula', 'pasir', 'sdmbango', 'kecap', 'manis']","['ayam', 'pejantan', 'bagi', 'daun', 'salam', 'serai', 'asam', 'jawa', 'santan', 'bawang', 'merah', 'bawang', 'putih', 'ketumbar', 'kemiri', 'kunyit', 'lengkuas', 'gula', 'merah', 'merica', 'garam', 'gula', 'pasir', 'kecap', 'manis']","bawang putih, bawang merah, kecap manis, daun salam, gula pasir, gula merah, asam jawa, garam, merica, serai, lengkuas, kemiri, ketumbar, santan, kunyit",150,4,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'daun salam', 'gula pasir', 'gula merah', 'asam jawa', 'garam', 'merica', 'serai', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
Cara Membuat Tumpeng Mini Nasi Kuning Sederhana dan Lezat,2jam,Sedang,5 Porsi,"500 g beras putih, cuci bersih, 2 lembar daun salam, 1 batang serai, 1 sdt kunyit bubuk, 1 sdtRoyco Kaldu Ayam, 1 sdm air jeruk nipis, 350 ml air, 250 ml susu rendah lemak, 150 ml santan kental, 1 ekor (800 g) ayam, potong 12 bagian, 2 lembar daun salam, 1 batang serai, memarkan, 500 ml air, 2 sdtRoyco Kaldu Ayam, 10 siung bawang putih, 3 butir kemiri, sangrai, 3 cm lengkuas, 2 cm kunyit, 2 sdt ketumbar, 1 cm jahe, 1 sdt merica putih bubuk, ⅓ sdt jintan bubuk, 200 g tempe, potong dadu kecil, goreng kering, 6 butir bawang merah, iris tipis, 4 siung bawang putih, 3 buah cabai merah, potong serong, 2 sdt asam jawa, larutkan dengan 2 sdm air panas, 2 sdm minyak, untuk menumis, 1 sdm gula merah, 2 sdmBango Kecap Manis, ½ sdt garam, perkedel, telur dadar, tomat, daun kemangi, mentimun",https://www.masakapahariini.com/resep/cara-membuat-nasi-tumpeng-mini/,"['g', 'beras', 'putih', 'cuci', 'bersih', 'lembar', 'daun', 'salam', 'batang', 'serai', 'sdt', 'kunyit', 'bubuk', 'sdtroyco', 'kaldu', 'ayam', 'sdm', 'air', 'jeruk', 'nipis', 'ml', 'air', 'ml', 'susu', 'rendah', 'lemak', 'ml', 'santan', 'kental', 'ekor', 'g', 'ayam', 'potong', 'bagian', 'lembar', 'daun', 'salam', 'batang', 'serai', 'memarkan', 'ml', 'air', 'sdtroyco', 'kaldu', 'ayam', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sangrai', 'cm', 'lengkuas', 'cm', 'kunyit', 'sdt', 'ketumbar', 'cm', 'jahe', 'sdt', 'merica', 'putih', 'bubuk', 'sdt', 'jintan', 'bubuk', 'g', 'tempe', 'potong', 'dadu', 'kecil', 'goreng', 'kering', 'butir', 'bawang', 'merah', 'iris', 'tipis', 'siung', 'bawang', 'putih', 'buah', 'cabai', 'merah', 'potong', 'serong', 'sdt', 'asam', 'jawa', 'larutkan', 'dengan', 'sdm', 'air', 'panas', 'sdm', 'minyak', 'untuk', 'menumis', 'sdm', 'gula', 'merah', 'sdmbango', 'kecap', 'manis', 'sdt', 'garam', 'perkedel', 'telur', 'dadar', 'tomat', 'daun', 'kemangi', 'mentimun']","['beras', 'putih', 'daun', 'salam', 'serai', 'kunyit', 'kaldu', 'ayam', 'jeruk', 'nipis', 'susu', 'lemak', 'santan', 'ayam', 'daun', 'salam', 'serai', 'kaldu', 'ayam', 'bawang', 'putih', 'kemiri', 'lengkuas', 'kunyit', 'ketumbar', 'jahe', 'merica', 'putih', 'jintan', 'tempe', 'goreng', 'kering', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'asam', 'jawa', 'minyak', 'gula', 'merah', 'kecap', 'manis', 'garam', 'perkedel', 'telur', 'dadar', 'tomat', 'daun', 'kemangi', 'mentimun']","bawang putih, bawang merah, kecap manis, kaldu ayam, cabai merah, daun salam, gula merah, jeruk nipis, asam jawa, garam, merica, serai, jahe, lengkuas, kemiri, ketumbar, santan, tomat, telur, kunyit, tempe, kemangi",120,5,2.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun salam', 'gula merah', 'jeruk nipis', 'asam jawa', 'garam', 'merica', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'tomat', 'telur', 'kunyit', 'tempe', 'kemangi']",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0
Resep Pepes Jamur Tiram Simpel dan Gampang Bikinnya,1j 30mnt,Mudah,6 Porsi,"500 g             				jamur tiram, 4 butir             				telur, 100 ml             				santan instan, 2 batang             				daun bawang, iris, 4 buah             				cabai merah besar, potong serong, 12 lembar             				daun salam, 1 sdmRoyco Kaldu Jamur, 1 sdt             				garam, 2 sdm             				minyak, untuk menumis, Daun pisang, untuk membungkus, Air, untuk merebus, 10 butir             				bawang merah, 5 siung             				bawang putih, 8 butir             				kemiri sangrai, 2 cm             				kunyit, ½ sdt             				garam, 1 sdt             				merica putih bubuk",https://www.masakapahariini.com/resep/resep-pepes-jamur-tiram-simpel-dan-gampang-bikinnya/,"['g', 'jamur', 'tiram', 'butir', 'telur', 'ml', 'santan', 'instan', 'batang', 'daun', 'bawang', 'iris', 'buah', 'cabai', 'merah', 'besar', 'potong', 'serong', 'lembar', 'daun', 'salam', 'sdmroyco', 'kaldu', 'jamur', 'sdt', 'garam', 'sdm', 'minyak', 'untuk', 'menumis', 'daun', 'pisang', 'untuk', 'membungkus', 'air', 'untuk', 'merebus', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sangrai', 'cm', 'kunyit', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk']","['jamur', 'tiram', 'telur', 'santan', 'daun', 'bawang', 'cabai', 'merah', 'daun', 'salam', 'kaldu', 'jamur', 'garam', 'minyak', 'daun', 'pisang', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'kunyit', 'garam', 'merica', 'putih']","bawang putih, bawang merah, cabai merah, daun salam, daun bawang, garam, merica, kemiri, santan, telur, kunyit, jamur",90,6,1.0,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'daun bawang', 'garam', 'merica', 'kemiri', 'santan', 'telur', 'kunyit', 'jamur']",0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
"Resep Cumi Oseng Mercon Simpel, Gampang dan Cepat Bikinnya",40mnt,Mudah,4 Porsi,"250 g             				cumi asin, bilas dengan air panas, 50 g             				cabai rawit merah, potong-potong, 2 lembar             				daun salam, 1 batang             				serai, memarkan, 2 cm             				lengkuas, memarkan, 1 sdmBango Kecap Manis, 1 sdtRoyco Kaldu Ayam, 3 sdm             				minyak, untuk menumis, 50 g             				cabai rawit merah, 8 buah             				cabai merah, 12 butir             				bawang merah, 5 siung             				bawang putih, 1 cm             				jahe",https://www.masakapahariini.com/resep/resep-cumi-oseng-mercon-simpel-gampang-dan-cepat-bikinnya/,"['g', 'cumi', 'asin', 'bilas', 'dengan', 'air', 'panas', 'g', 'cabai', 'rawit', 'merah', 'potongpotong', 'lembar', 'daun', 'salam', 'batang', 'serai', 'memarkan', 'cm', 'lengkuas', 'memarkan', 'sdmbango', 'kecap', 'manis', 'sdtroyco', 'kaldu', 'ayam', 'sdm', 'minyak', 'untuk', 'menumis', 'g', 'cabai', 'rawit', 'merah', 'buah', 'cabai', 'merah', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'cm', 'jahe']","['cumi', 'asin', 'bilas', 'cabai', 'rawit', 'merah', 'daun', 'salam', 'serai', 'lengkuas', 'kecap', 'manis', 'kaldu', 'ayam', 'minyak', 'cabai', 'rawit', 'merah', 'cabai', 'merah', 'bawang', 'merah', 'bawang', 'putih', 'jahe']","bawang putih, bawang merah, kecap manis, kaldu ayam, cabai merah, cabai rawit, daun salam, serai, jahe, lengkuas",40,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'cabai rawit', 'daun salam', 'serai', 'jahe', 'lengkuas']",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Resep Pempek Ikan Tenggiri Kuah Cuko Pedas, Sedap dan Tidak Alot",2jam,Sedang,6 Porsi,"500 g             				daging ikan tenggiri giling, 250 g             				tepung sagu, 4 kuning telur, 2 sdm             				tepung terigu, 200 ml             				air es, 3 siung             				bawang putih, haluskan, 1 sdtRoyco Kaldu Ayam, 1 sdt             				garam, 3 siung             				bawang putih, memarkan, Air, untuk merebus, Minyak, untuk menggoreng dan merebus pempek, 700 g             				gula merah, iris halus, 200 g             				cabai rawit hijau, haluskan, 100 g             				asam jawa, 10 siung             				bawang putih, 4 sdmBango Kecap Manis, 2 sdt             				garam, 4 sdm             				gula pasir, 2 l             				air, 6 sdm             				cuka, 4 sdm             				ebi, rendam air panas, haluskan, Mi kuning, Mentimun, cincang",https://www.masakapahariini.com/resep/resep-pempek-ikan-tenggiri-kuah-cuko-pedas-sedap-dan-tidak-alot/,"['g', 'daging', 'ikan', 'tenggiri', 'giling', 'g', 'tepung', 'sagu', 'kuning', 'telur', 'sdm', 'tepung', 'terigu', 'ml', 'air', 'es', 'siung', 'bawang', 'putih', 'haluskan', 'sdtroyco', 'kaldu', 'ayam', 'sdt', 'garam', 'siung', 'bawang', 'putih', 'memarkan', 'air', 'untuk', 'merebus', 'minyak', 'untuk', 'menggoreng', 'dan', 'merebus', 'pempek', 'g', 'gula', 'merah', 'iris', 'halus', 'g', 'cabai', 'rawit', 'hijau', 'haluskan', 'g', 'asam', 'jawa', 'siung', 'bawang', 'putih', 'sdmbango', 'kecap', 'manis', 'sdt', 'garam', 'sdm', 'gula', 'pasir', 'l', 'air', 'sdm', 'cuka', 'sdm', 'ebi', 'rendam', 'air', 'panas', 'haluskan', 'mi', 'kuning', 'mentimun', 'cincang']","['daging', 'ikan', 'tenggiri', 'tepung', 'sagu', 'kuning', 'telur', 'tepung', 'terigu', 'bawang', 'putih', 'kaldu', 'ayam', 'garam', 'bawang', 'putih', 'minyak', 'pempek', 'gula', 'merah', 'cabai', 'rawit', 'hijau', 'asam', 'jawa', 'bawang', 'putih', 'kecap', 'manis', 'garam', 'gula', 'pasir', 'cuka', 'ebi', 'mi', 'kuning', 'mentimun']","bawang putih, kecap manis, kaldu ayam, cabai rawit, gula pasir, gula merah, asam jawa, garam, telur, ikan, cuka",120,6,2.0,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'gula pasir', 'gula merah', 'asam jawa', 'garam', 'telur', 'ikan', 'cuka']",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Resep Mie Tek Tek Kuah A la Kaki Lima, Gampang dan Sedap",1jam,Mudah,3 Porsi,"200 g             				mie telur kering, 3 butir             				telur, 450 ml             				air, 70 g             				g sawi hijau atau pakchoy, 70 g             				kol, potong kasar, 1 buah             				tomat, potong 4 bagian, 1 batang             				seledri, potong 1 cm, 1 batang             				daun bawang, iris tipis, 2 sdmBango Kecap Manis, 1 sdtRoyco Kaldu Ayam, 3 sdm             				minyak, untuk menumis, Air, untuk merebus, 5 butir             				bawang merah, 4 siung             				bawang putih, 3 butir             				kemiri sangrai, 1 buah             				cabai merah besar, 1 sdt             				garam, ½ sdt             				merica putih bubuk, Acar mentimun, Bawang goreng",https://www.masakapahariini.com/resep/resep-mie-tek-tek-kuah-a-la-kaki-lima/,"['g', 'mie', 'telur', 'kering', 'butir', 'telur', 'ml', 'air', 'g', 'g', 'sawi', 'hijau', 'atau', 'pakchoy', 'g', 'kol', 'potong', 'kasar', 'buah', 'tomat', 'potong', 'bagian', 'batang', 'seledri', 'potong', 'cm', 'batang', 'daun', 'bawang', 'iris', 'tipis', 'sdmbango', 'kecap', 'manis', 'sdtroyco', 'kaldu', 'ayam', 'sdm', 'minyak', 'untuk', 'menumis', 'air', 'untuk', 'merebus', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'sangrai', 'buah', 'cabai', 'merah', 'besar', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'bubuk', 'acar', 'mentimun', 'bawang', 'goreng']","['mie', 'telur', 'kering', 'telur', 'sawi', 'hijau', 'pakchoy', 'kol', 'tomat', 'seledri', 'daun', 'bawang', 'kecap', 'manis', 'kaldu', 'ayam', 'minyak', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'cabai', 'merah', 'garam', 'merica', 'putih', 'acar', 'mentimun', 'bawang', 'goreng']","bawang putih, bawang merah, kecap manis, kaldu ayam, cabai merah, daun bawang, bawang, garam, merica, kemiri, tomat, telur, seledri, kol",60,3,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun bawang', 'bawang', 'garam', 'merica', 'kemiri', 'tomat', 'telur', 'seledri', 'kol']",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"Resep  Ayam Bakar Ungkep Bumbu Meresap, Jodohnya Sayur Asem",1jam,Mudah,4 Porsi,"1 ekor             				ayam, potong 8 bagian, buang kulitnya, 1 sdm             				air jeruk nipis, 5 lembar             				daun jeruk, 4 cm             				lengkuas, memarkan, 100 ml             				air, 4 sdmBango Kecap Manis, 1 sdtRoyco Kaldu Ayam, 8 butir             				bawang merah, 5 siung             				bawang putih, 5 butir             				kemiri, 2 buah             				cabai merah besar, 2 cm             				jahe, 2 sdm             				ketumbar, 1 sdt             				garam, ½ sdt             				merica putih, Lalapan sayuran, Sambal",https://www.masakapahariini.com/resep/resep-ayam-bakar-ungkep-bumbu-meresap-jodohnya-sayur-asem/,"['ekor', 'ayam', 'potong', 'bagian', 'buang', 'kulitnya', 'sdm', 'air', 'jeruk', 'nipis', 'lembar', 'daun', 'jeruk', 'cm', 'lengkuas', 'memarkan', 'ml', 'air', 'sdmbango', 'kecap', 'manis', 'sdtroyco', 'kaldu', 'ayam', 'butir', 'bawang', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'buah', 'cabai', 'merah', 'besar', 'cm', 'jahe', 'sdm', 'ketumbar', 'sdt', 'garam', 'sdt', 'merica', 'putih', 'lalapan', 'sayuran', 'sambal']","['ayam', 'jeruk', 'nipis', 'daun', 'jeruk', 'lengkuas', 'kecap', 'manis', 'kaldu', 'ayam', 'bawang', 'merah', 'bawang', 'putih', 'kemiri', 'cabai', 'merah', 'jahe', 'ketumbar', 'garam', 'merica', 'putih', 'lalapan', 'sayuran', 'sambal']","bawang putih, bawang merah, kecap manis, kaldu ayam, cabai merah, daun jeruk, jeruk nipis, garam, merica, jahe, lengkuas, kemiri, ketumbar",60,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'kaldu ayam', 'cabai merah', 'daun jeruk', 'jeruk nipis', 'garam', 'merica', 'jahe', 'lengkuas', 'kemiri', 'ketumbar']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Resep Sambal Leunca A la Rumah Makan Sunda, Pedasnya Mantap!",30mnt,Mudah,4 Porsi,"100 g             				leunca, 80 g             				kemangi, ambil daunnya, 15 buah             				cabai rawit merah, 5 buah             				cabai merah keriting, 5 cm             				kencur, 3 siung             				bawang putih, 2 sdm             				terasi goreng, 1 sdm             				gula merah, ½ sdt             				garam, 1 sdmRoyco Kaldu Jamur, 3 sdm             				minyak, untuk menumis",https://www.masakapahariini.com/resep/resep-sambal-leunca-a-la-rumah-makan-sunda-pedasnya-mantap/,"['g', 'leunca', 'g', 'kemangi', 'ambil', 'daunnya', 'buah', 'cabai', 'rawit', 'merah', 'buah', 'cabai', 'merah', 'keriting', 'cm', 'kencur', 'siung', 'bawang', 'putih', 'sdm', 'terasi', 'goreng', 'sdm', 'gula', 'merah', 'sdt', 'garam', 'sdmroyco', 'kaldu', 'jamur', 'sdm', 'minyak', 'untuk', 'menumis']","['leunca', 'kemangi', 'daunnya', 'cabai', 'rawit', 'merah', 'cabai', 'merah', 'keriting', 'kencur', 'bawang', 'putih', 'terasi', 'goreng', 'gula', 'merah', 'garam', 'kaldu', 'jamur', 'minyak']","bawang putih, cabai merah, cabai rawit, gula merah, garam, jamur, kemangi, kencur",30,4,1.0,"['bawang putih', 'cabai merah', 'cabai rawit', 'gula merah', 'garam', 'jamur', 'kemangi', 'kencur']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Resep Sambal Kacang Untuk Gorengan, Dijamin Bikin Nagih",30mnt,Mudah,8 Porsi,"100 g             				kacang tanah, 10 buah             				cabai rawit merah, 4 siung             				bawang putih, 250 ml             				air, 3 sdmBango Kecap Manis, 1 sdtRoyco Kaldu Ayam",https://www.masakapahariini.com/resep/resep-sambal-kacang-untuk-gorengan-dijamin-bikin-nagih/,"['g', 'kacang', 'tanah', 'buah', 'cabai', 'rawit', 'merah', 'siung', 'bawang', 'putih', 'ml', 'air', 'sdmbango', 'kecap', 'manis', 'sdtroyco', 'kaldu', 'ayam']","['kacang', 'cabai', 'rawit', 'merah', 'bawang', 'putih', 'kecap', 'manis', 'kaldu', 'ayam']","bawang putih, kecap manis, kaldu ayam, cabai rawit, kacang",30,8,1.0,"['bawang putih', 'kecap manis', 'kaldu ayam', 'cabai rawit', 'kacang']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Resep Nasi Uduk Rice Cooker Praktis, Sarapan Jadi Lebih Semangat",30mnt,Mudah,4 Porsi,"350 g             				beras, 65 ml             				santan instan, 1 sdmRoyco Kaldu Jamur, 1 sdt             				garam, 2 lembar             				daun salam, 1 batang             				serai, memarkan, 2 cm             				lengkuas, iris tipis, 600 ml             				air",https://www.masakapahariini.com/resep/resep-nasi-uduk-rice-cooker-praktis-sarapan-jadi-lebih-semangat/,"['g', 'beras', 'ml', 'santan', 'instan', 'sdmroyco', 'kaldu', 'jamur', 'sdt', 'garam', 'lembar', 'daun', 'salam', 'batang', 'serai', 'memarkan', 'cm', 'lengkuas', 'iris', 'tipis', 'ml', 'air']","['beras', 'santan', 'kaldu', 'jamur', 'garam', 'daun', 'salam', 'serai', 'lengkuas']","daun salam, garam, serai, lengkuas, santan, jamur",30,4,1.0,"['daun salam', 'garam', 'serai', 'lengkuas', 'santan', 'jamur']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"Resep Ati Ampela Kuah Santan, Lezat dan Gampang Bikinnya",40mnt,Mudah,4 Porsi,"4 pasang ati ampela (300 gr), 350 gr santan cair dari 1/2 butir kelapa, 5 sdmBango Kecap Manis, 5 sdm kelapa parut, sangrai, 3 lembar daun jeruk, 2 buah cabai merah, iris serong, 2 batang serai, memarkan, 1 sdt jeruk nipis, 1 sdt garam, 2 sdm minyak goreng, untuk menumis, 10 butir bawang merah, 6 buah cabai merah, 3 butir kemiri, 2 siung bawang putih, 2 cm kunyit, 2 cm jahe",https://www.masakapahariini.com/resep/cara-masak-ati-ampela-kuah-lezat/,"['pasang', 'ati', 'ampela', 'gr', 'gr', 'santan', 'cair', 'dari', 'butir', 'kelapa', 'sdmbango', 'kecap', 'manis', 'sdm', 'kelapa', 'parut', 'sangrai', 'lembar', 'daun', 'jeruk', 'buah', 'cabai', 'merah', 'iris', 'serong', 'batang', 'serai', 'memarkan', 'sdt', 'jeruk', 'nipis', 'sdt', 'garam', 'sdm', 'minyak', 'goreng', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'buah', 'cabai', 'merah', 'butir', 'kemiri', 'siung', 'bawang', 'putih', 'cm', 'kunyit', 'cm', 'jahe']","['pasang', 'ati', 'ampela', 'gr', 'gr', 'santan', 'kelapa', 'kecap', 'manis', 'kelapa', 'daun', 'jeruk', 'cabai', 'merah', 'serai', 'jeruk', 'nipis', 'garam', 'minyak', 'goreng', 'bawang', 'merah', 'cabai', 'merah', 'kemiri', 'bawang', 'putih', 'kunyit', 'jahe']","bawang putih, bawang merah, kecap manis, cabai merah, daun jeruk, jeruk nipis, garam, serai, jahe, kemiri, santan, kunyit",40,4,1.0,"['bawang putih', 'bawang merah', 'kecap manis', 'cabai merah', 'daun jeruk', 'jeruk nipis', 'garam', 'serai', 'jahe', 'kemiri', 'santan', 'kunyit']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
"Resep Gulai Sapi Medok Bumbu, Sedap Untuk Idul Adha",2jam,Mudah,4 Porsi,"800 g             				iga sapi atau 500 g daging sapi, 4 l             				air, untuk merebus, 130 ml             				santan instan, 2 lembar             				daun salam, 5 lembar             				daun jeruk, 3 batang             				serai, memarkan, 3 cm             				kayu manis, 3 butir             				kapulaga, 3 butir             				cengkih, 1 sdmRoyco Kaldu Sapi, 3 minyak, untuk menumis, 12 butir             				bawang merah, 7 buah             				cabai merah, 5 siung             				bawang putih, 5 butir             				kemiri, 3 cm             				jahe, 3 cm             				kunyit, 3 cm             				lengkuas, 1 sdm             				garam, ½ sdm             				ketumbar, 1 sdt             				jintan, 1 sdt             				pala bubuk, ½ sdt             				gula pasir, Acar mentimun",https://www.masakapahariini.com/resep/resep-gulai-sapi-medok-bumbu-sedap-untuk-idul-adha/,"['g', 'iga', 'sapi', 'atau', 'g', 'daging', 'sapi', 'l', 'air', 'untuk', 'merebus', 'ml', 'santan', 'instan', 'lembar', 'daun', 'salam', 'lembar', 'daun', 'jeruk', 'batang', 'serai', 'memarkan', 'cm', 'kayu', 'manis', 'butir', 'kapulaga', 'butir', 'cengkih', 'sdmroyco', 'kaldu', 'sapi', 'minyak', 'untuk', 'menumis', 'butir', 'bawang', 'merah', 'buah', 'cabai', 'merah', 'siung', 'bawang', 'putih', 'butir', 'kemiri', 'cm', 'jahe', 'cm', 'kunyit', 'cm', 'lengkuas', 'sdm', 'garam', 'sdm', 'ketumbar', 'sdt', 'jintan', 'sdt', 'pala', 'bubuk', 'sdt', 'gula', 'pasir', 'acar', 'mentimun']","['iga', 'sapi', 'daging', 'sapi', 'santan', 'daun', 'salam', 'daun', 'jeruk', 'serai', 'kayu', 'manis', 'kapulaga', 'cengkih', 'kaldu', 'sapi', 'minyak', 'bawang', 'merah', 'cabai', 'merah', 'bawang', 'putih', 'kemiri', 'jahe', 'kunyit', 'lengkuas', 'garam', 'ketumbar', 'jintan', 'pala', 'gula', 'pasir', 'acar', 'mentimun']","bawang putih, bawang merah, cabai merah, daun salam, daun jeruk, gula pasir, kaldu sapi, daging sapi, kayu manis, garam, serai, jahe, lengkuas, kemiri, ketumbar, santan, kunyit, cengkih",120,4,1.0,"['bawang putih', 'bawang merah', 'cabai merah', 'daun salam', 'daun jeruk', 'gula pasir', 'kaldu sapi', 'daging sapi', 'kayu manis', 'garam', 'serai', 'jahe', 'lengkuas', 'kemiri', 'ketumbar', 'santan', 'kunyit', 'cengkih']",0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
